NO,CATEGORY - ENGLISH,CATEGORY - ARABIC,PRODUCT NAME - ENGLISH,PRODUCT NAME - ARABIC,DESCRIPTION - ENGLISH,DESCRIPTION - ARABIC,PRICE,PREPARATION TIME,ADD-ONS ENGLISH,ADD-ONS ARABIC
1031,10 Roses Set,مجموعة 10 ورود,10 Fushia Rose Bunch NO-5052,باقة 10 وردات فوشيا رقم 5052,A vibrant bunch of 10 fuchsia roses.,باقة زاهية من 10 وردات بلون الفوشيا.,140,60,Greeting Card,بطاقة تهنئة
1032,10 Roses Set,مجموعة 10 ورود,10 Pink Rose NO-5051,10 وردات وردية رقم 5051,An elegant arrangement of 10 soft pink roses.,تنسيق أنيق من 10 وردات وردية ناعمة.,140,60,Greeting Card,بطاقة تهنئة
1033,10 Roses Set,مجموعة 10 ورود,10 Purple Roses NO-5010,10 وردات بنفسجية رقم 5010,A rich collection of 10 deep purple roses.,مجموعة غنية من 10 وردات بنفسجية عميقة.,140,60,Greeting Card,بطاقة تهنئة
1034,10 Roses Set,مجموعة 10 ورود,10 Red Roses Set NO-5014,طقم 10 وردات حمراء رقم 5014,A classic set of 10 deep red roses.,طقم كلاسيكي من 10 وردات حمراء داكنة.,140,60,Greeting Card,بطاقة تهنئة
1035,10 Roses Set,مجموعة 10 ورود,10 Rose and Fushia NO-5053,10 وردات (ورد وفوشيا) رقم 5053,A beautiful blend of 10 pink and fuchsia roses.,مزيج جميل من 10 وردات وردية وفوشيا.,140,60,Greeting Card,بطاقة تهنئة
1036,10 Roses Set,مجموعة 10 ورود,10 ROSES SET NO-5013,مجموعة 10 ورود رقم 5013,A set of 10 bright orange roses.,مجموعة من 10 ورود برتقالية زاهية.,140,60,Greeting Card,بطاقة تهنئة
1037,10 Roses Set,مجموعة 10 ورود,10 WHITE & YELLOW ROSES NO-5015,مجموعة 10 ورود بيضاء وصفراء رقم 5015,A mixed set of 10 white and yellow roses.,مجموعة مختلطة من 10 ورود بيضاء وصفراء.,140,60,Greeting Card,بطاقة تهنئة
1038,10 Roses Set,مجموعة 10 ورود,10 WHITE ROSE NO-5016,مجموعة 10 ورود بيضاء رقم 5016,A set of 10 elegant white roses.,مجموعة من 10 ورود بيضاء أنيقة.,140,60,Greeting Card,بطاقة تهنئة
1039,10 Roses Set,مجموعة 10 ورود,10 WHITE ROSES NO-5017,مجموعة 10 ورود بيضاء رقم 5017,A set of 10 white roses arranged for display.,مجموعة من 10 ورود بيضاء منسقة للعرض.,140,60,Greeting Card,بطاقة تهنئة
1040,20 Roses Set,مجموعة 20 وردة,20 BLUE ROSE NO-5056,20 وردة زرقاء رقم 5056,A premium bunch of 20 striking blue roses.,باقة فاخرة من 20 وردة زرقاء جذابة.,240,60,Greeting Card,بطاقة تهنئة
1041,20 Roses Set,مجموعة 20 وردة,20 ORANGE ROSES SET NO-5003,20 وردة برتقالية رقم 5003,Vibrant set of 20 orange roses for a bright look.,مجموعة نابضة بالحياة من 20 وردة برتقالية لإطلالة مشرقة.,240,60,Greeting Card,بطاقة تهنئة
1042,20 Roses Set,مجموعة 20 وردة,20 RED ROSES SET NO-5006,20 وردة حمراء رقم 5006,Classic set of 20 deep red roses.,مجموعة كلاسيكية من 20 وردة حمراء داكنة.,240,60,Greeting Card,بطاقة تهنئة
1043,20 Roses Set,مجموعة 20 وردة,20 ROSE BLUE AND WHITE ROSE NO-5055,20 وردة زرقاء وبيضاء رقم 5055,A unique mix of 20 blue and white roses.,مزيج فريد من 20 وردة زرقاء وبيضاء.,240,60,Greeting Card,بطاقة تهنئة
1044,20 Roses Set,مجموعة 20 وردة,20 WHITE & PINK NO-5054,20 وردة بيضاء ووردية رقم 5054,Elegant set of 20 white and pink roses.,مجموعة أنيقة من 20 وردة بيضاء ووردية.,240,60,Greeting Card,بطاقة تهنئة
1045,20 Roses Set,مجموعة 20 وردة,20 WHITE & PINK ROSE NO-5057,20 وردة بيضاء ووردية رقم 5057,A beautiful arrangement of 20 white and pink roses.,تنسيق جميل من 20 وردة بيضاء ووردية.,240,60,Greeting Card,بطاقة تهنئة
1046,20 Roses Set,مجموعة 20 وردة,20 WHITE & YELLOW ROSES NO-5001,20 وردة بيضاء وصفراء رقم 5001,A cheerful set of 20 white and yellow roses.,مجموعة مبهجة من 20 وردة بيضاء وصفراء.,240,60,Greeting Card,بطاقة تهنئة
1047,20 Roses Set,مجموعة 20 وردة,20 WHITE ROSE NO-5008,20 وردة بيضاء رقم 5008,A set of 20 pure white roses in a vase style.,مجموعة من 20 وردة بيضاء نقية بتصميم مزهرية.,240,60,Greeting Card,بطاقة تهنئة
1048,20 Roses Set,مجموعة 20 وردة,20 WHITE ROSES NO-5000,20 وردة بيضاء رقم 5000,A sophisticated bunch of 20 white roses.,باقة راقية من 20 وردة بيضاء.,240,60,Greeting Card,بطاقة تهنئة
1049,25 Roses Set,مجموعة 25 وردة,25 RED ROSES SET NO-5061,مجموعة 25 وردة حمراء رقم 5061,A bouquet of 25 premium red roses.,باقة من 25 وردة حمراء فاخرة.,290,60,Greeting Card,بطاقة تهنئة
1050,25 Roses Set,مجموعة 25 وردة,25 MIX ROSES SET NO-5058,مجموعة 25 وردة مشكلة رقم 5058,A colorful mix of 25 assorted roses.,تشكيلة ملونة من 25 وردة متنوعة.,290,60,Greeting Card,بطاقة تهنئة
1051,25 Roses Set,مجموعة 25 وردة,25 ORANGE ROSES BUNDLE NO-5059,باقة 25 وردة برتقالية رقم 5059,25 bright orange roses in a bundle.,25 وردة برتقالية زاهية في باقة.,290,60,Greeting Card,بطاقة تهنئة
1052,25 Roses Set,مجموعة 25 وردة,25 PINK ROSES SET NO-5060,مجموعة 25 وردة وردية رقم 5060,A delicate bunch of 25 pink roses.,باقة رقيقة من 25 وردة وردية.,290,60,Greeting Card,بطاقة تهنئة
1053,25 Roses Set,مجموعة 25 وردة,25 PURPLE ROSES NO-5061,مجموعة 25 وردة بنفسجية رقم 5061,Elegant 25 purple roses arrangement.,تنسيق أنيق من 25 وردة بنفسجية.,290,60,Greeting Card,بطاقة تهنئة
1054,25 Roses Set,مجموعة 25 وردة,25 RED ROSES SET NO-5014,مجموعة 25 وردة حمراء رقم 5014,25 classic red roses for any occasion.,25 وردة حمراء كلاسيكية لكل المناسبات.,290,60,Greeting Card,بطاقة تهنئة
1055,25 Roses Set,مجموعة 25 وردة,25 ROSE BLUE NO-5066,مجموعة 25 وردة زرقاء رقم 5066,Striking 25 blue rose bouquet.,باقة 25 وردة زرقاء جذابة.,290,60,Greeting Card,بطاقة تهنئة
1056,25 Roses Set,مجموعة 25 وردة,25 ROSE FUSHIA NO-5065,مجموعة 25 وردة فوشيا رقم 5065,Vibrant 25 fuchsia roses bunch.,باقة 25 وردة فوشيا نابضة بالحياة.,290,60,Greeting Card,بطاقة تهنئة
1057,25 Roses Set,مجموعة 25 وردة,25 ROSE MIX NO-5062,مجموعة 25 وردة مشكلة رقم 5062,A vibrant mix of 25 roses.,مزيج نابض بالحياة من 25 وردة.,290,60,Greeting Card,بطاقة تهنئة
1058,25 Roses Set,مجموعة 25 وردة,25 WHITE ROSES BUNDLE NO-5063,باقة 25 وردة بيضاء رقم 5063,25 pure white roses bundled together.,25 وردة بيضاء نقية مربوطة معاً.,290,60,Greeting Card,بطاقة تهنئة
1059,25 Roses Set,مجموعة 25 وردة,25 YELLOW ROSES NO-5064,مجموعة 25 وردة صفراء رقم 5064,A cheerful bouquet of 25 yellow roses.,باقة مبهجة من 25 وردة صفراء.,290,60,Greeting Card,بطاقة تهنئة
1060,30 ROSES SET,مجموعة 30 وردة,30 MIX ROSES SET NO-5005,مجموعة 30 وردة مشكلة رقم 5005,A colorful mix of 30 roses.,تشكيلة ملونة من 30 وردة.,340,60,Greeting Card,بطاقة تهنئة
1061,30 ROSES SET,مجموعة 30 وردة,30 ORANGE ROSES BUNDLE NO-5009,باقة 30 وردة برتقالية رقم 5009,Bundle of 30 vibrant orange roses.,باقة من 30 وردة برتقالية زاهية.,340,60,Greeting Card,بطاقة تهنئة
1062,30 ROSES SET,مجموعة 30 وردة,30 PINK ROSES SET NO-5002,مجموعة 30 وردة وردية رقم 5002,Elegant set of 30 pink roses.,مجموعة أنيقة من 30 وردة وردية.,340,60,Greeting Card,بطاقة تهنئة
1063,30 ROSES SET,مجموعة 30 وردة,30 PURPLE ROSES NO-5011,مجموعة 30 وردة بنفسجية رقم 5011,Luxurious set of 30 purple roses.,مجموعة فاخرة من 30 وردة بنفسجية.,340,60,Greeting Card,بطاقة تهنئة
1064,30 ROSES SET,مجموعة 30 وردة,30 RED ROSES SET NO-5004,مجموعة 30 وردة حمراء رقم 5004,Classic set of 30 red roses.,مجموعة كلاسيكية من 30 وردة حمراء.,340,60,Greeting Card,بطاقة تهنئة
1065,30 ROSES SET,مجموعة 30 وردة,30 ROSE MIX NO-5007,مجموعة 30 وردة مشكلة رقم 5007,A mixed arrangement of 30 roses.,تنسيق مختلط من 30 وردة.,340,60,Greeting Card,بطاقة تهنئة
1066,30 ROSES SET,مجموعة 30 وردة,30 WHITE ROSES BUNDLE NO-5012,باقة 30 وردة بيضاء رقم 5012,Pure bundle of 30 white roses.,باقة نقية من 30 وردة بيضاء.,340,60,Greeting Card,بطاقة تهنئة
1067,30 ROSES SET,مجموعة 30 وردة,30 YELLOW ROSES NO-5009,مجموعة 30 وردة صفراء رقم 5009,Cheerful set of 30 yellow roses.,مجموعة مبهجة من 30 وردة صفراء.,340,60,Greeting Card,بطاقة تهنئة
1068,Rose Petals,بتلات الورد,Fuchia Rose Petals No.184,بتلات الورد الفوشيا رقم 184,Vibrant fuchsia rose petals.,بتلات الورد الفوشيا النابضة بالحياة.,100,60,Greeting Card,بطاقة تهنئة
1069,Rose Petals,بتلات الورد,pink Rose Petals no.180,بتلات الورد الوردي رقم 180,Soft pink rose petals.,بتلات الورد الوردي الناعمة.,100,60,Greeting Card,بطاقة تهنئة
1070,Rose Petals,بتلات الورد,Red & White Petals No.181,بتلات حمراء وبيضاء رقم 181,A mix of red and white rose petals.,مزيج من بتلات الورد الحمراء والبيضاء.,100,60,Greeting Card,بطاقة تهنئة
1071,Rose Petals,بتلات الورد,Red Petals No.182,بتلات حمراء رقم 182,Classic deep red rose petals.,بتلات الورد الحمراء الداكنة الكلاسيكية.,100,60,Greeting Card,بطاقة تهنئة
1072,Rose Petals,بتلات الورد,white Rose Petals No.183,بتلات الورد الأبيض رقم 183,Pure white rose petals.,بتلات الورد الأبيض النقي.,100,60,Greeting Card,بطاقة تهنئة
1073,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,BABY BIKE & CHOCOLATE WITH FLOWER BOUQUET NO-251,دراجة أطفال وشوكولاتة مع باقة زهور رقم 251,Green baby bike with chocolates and a floral bouquet.,دراجة أطفال خضراء مع شوكولاتة وباقة زهور.,540,60,Greeting Card,بطاقة تهنئة
1074,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,BABY BIKE WITH FLOWER AND CHOCOLATE NO-202,دراجة أطفال مع زهور وشوكولاتة رقم 202,Yellow baby bike paired with flowers and chocolates.,دراجة أطفال صفراء مقترنة بزهور وشوكولاتة.,540,60,Greeting Card,بطاقة تهنئة
1075,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,BABY BIKE WITH FLOWER BOUQUET NO-258,دراجة أطفال مع باقة زهور رقم 258,Yellow baby bike accompanied by a flower bouquet.,دراجة أطفال صفراء مصحوبة بباقة زهور.,480,60,Greeting Card,بطاقة تهنئة
1076,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,BABY BOY CYCLE WITH FLOWER BOUQUET NO-206,دراجة أطفال أولادي مع باقة زهور رقم 206,Blue baby bike presented with a blue-themed flower bouquet.,دراجة أطفال زرقاء مقدمة مع باقة زهور بطابع أزرق.,480,60,Greeting Card,بطاقة تهنئة
1077,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,BABY CYCLE WITH FRESH FLOWER BOUQUET SWEET RIDE NO-259,دراجة أطفال مع باقة زهور طبيعية رقم 259,Green baby bike with a fresh flower bouquet.,دراجة أطفال خضراء مع باقة زهور طبيعية.,480,60,Greeting Card,بطاقة تهنئة
1078,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Baby Girl Cycle with Chocolate & Flower Bouquet No-256,دراجة بنات مع شوكولاتة وباقة زهور - 256,Pink baby girl cycle set with chocolates and a bouquet.,دراجة بنات وردية مع شوكولاتة وباقة زهور.,540,60,Greeting Card,بطاقة تهنئة
1079,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Cycle Boy or Girl Ride with Orange Flower Theme No-204,دراجة أطفال بنين أو بنات بطابع زهور برتقالية - 204,Unisex cycle ride featuring an orange-themed flower arrangement.,دراجة للجنسين تتميز بتنسيق زهور بطابع برتقالي.,690,60,Greeting Card,بطاقة تهنئة
1080,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Girl Cycle with Flower Bouquet No-206,دراجة بنات مع باقة زهور - 206,Cute pink girl cycle paired with a flower bouquet.,دراجة بنات وردية لطيفة مقترنة بباقة زهور.,690,60,Greeting Card,بطاقة تهنئة
1081,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Little Baby Cycle with Flower Bouquet and Chocolate No-258,دراجة أطفال صغيرة مع باقة زهور وشوكولاتة - 258,Little blue baby cycle with flowers and chocolate treats.,دراجة أطفال زرقاء صغيرة مع زهور وقطع شوكولاتة.,540,60,Greeting Card,بطاقة تهنئة
1082,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Little Baby Girl Bike with Flower Bouquet No-201,دراجة بنات صغيرة مع باقة زهور - 201,Pink little baby girl bike with a floral bouquet.,دراجة بنات صغيرة وردية مع باقة زهور.,480,60,Greeting Card,بطاقة تهنئة
1083,ROSE WITH CYCLE AND TOYS,ورد مع دراجة وألعاب,Littlebaby Bike Ride with Flower Bouquet and Chocolate No-252,دراجة أطفال صغيرة مع باقة زهور وشوكولاتة - 252,Red little baby bike ride set with flowers and chocolates.,دراجة أطفال حمراء صغيرة مع زهور وشوكولاتة.,540,60,Greeting Card,بطاقة تهنئة
1084,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,anthurium and green moss table Arrangement,تنسيق أنثوريوم مع طحلب أخضر للطاولة,Delicate pink flowers paired with fresh green moss.,زهور وردية رقيقة مقترنة بالطحالب الخضراء الطازجة.,850,60,Greeting Card,بطاقة تهنئة
1085,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,ANTHURIUM special whitish table arrangement.,تنسيق أنثوريوم خاص مائل للبياض للطاولة,Unique white anthurium blooms in a minimalist setting.,زهور أنثوريوم بيضاء فريدة في تنسيق بسيط.,630,60,Greeting Card,بطاقة تهنئة
1086,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,eid special white stone with flower arrangement,تنسيق زهور خاص للعيد مع حجر أبيض,Elegant white stone base with a festive floral display.,قاعدة حجرية بيضاء أنيقة مع عرض زهور احتفالي.,290,60,Greeting Card,بطاقة تهنئة
1087,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,flower arrangement premium pink flowers,تنسيق زهور وردية فاخرة,Premium pink blossoms arranged in a classic style.,أزهار وردية فاخرة منسقة بأسلوب كلاسيكي.,320,60,Greeting Card,بطاقة تهنئة
1088,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,gift space garden arrangement,تنسيق حديقة مع مساحة للهدايا,A garden-style arrangement with a dedicated gift space.,تنسيق على طراز الحديقة مع مساحة مخصصة للهدايا.,350,60,Greeting Card,بطاقة تهنئة
1089,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,green ball flower table arrangement,تنسيق زهور كروية خضراء للطاولة,Artistic arrangement featuring spherical green floral elements.,تنسيق فني يضم عناصر زهرية خضراء كروية.,280,60,Greeting Card,بطاقة تهنئة
1090,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,green garden gift space arrangement,تنسيق حديقة خضراء مع مساحة للهدايا,Lush green garden display with a built-in gift section.,عرض حديقة خضراء غنية مع قسم مدمج للهدايا.,320,60,Greeting Card,بطاقة تهنئة
1091,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,green luxury table arrangement,تنسيق طاولة أخضر فاخر,Sophisticated luxury arrangement using premium greenery.,تنسيق فاخر ومتطور باستخدام خضرة مميزة.,370,60,Greeting Card,بطاقة تهنئة
1092,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,greenery table arrangement,تنسيق خضرة للطاولة,"A natural, foliage-focused centerpiece for any table.",قطعة مركزية طبيعية تركز على أوراق الشجر لأي طاولة.,380,60,Greeting Card,بطاقة تهنئة
1093,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,mix flowers table top wow arrangement,تنسيق زهور متنوعة مذهل للطاولة,"A stunning, vibrant mix of flowers for a wow effect.",مزيج مذهل ونابض بالحياة من الزهور لإبهار الضيوف.,480,60,Greeting Card,بطاقة تهنئة
1094,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,MIXED Premium table arrangement,تنسيق طاولة فاخر متنوع,Premium selection of mixed blooms in a luxury display.,تشكيلة فاخرة من الزهور المختلطة في عرض فخم.,780,60,Greeting Card,بطاقة تهنئة
1095,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Mixed table arrangement,تنسيق طاولة متنوع,Versatile mixed floral centerpiece for table decor.,قطعة مركزية زهرية متنوعة ومتعددة الاستخدامات لديكور الطاولة.,780,60,Greeting Card,بطاقة تهنئة
1096,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,only yellow arrangement NO-638,تنسيق أصفر فقط رقم 638,Bright and cheerful all-yellow floral composition.,تشكيلة زهرية صفراء زاهية ومبهجة.,280,60,Greeting Card,بطاقة تهنئة
1097,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,PINNK AND GREN flower arrangement,تنسيق زهور وردي وأخضر,Harmonious blend of pink flowers and lush greenery.,مزيج متناغم من الزهور الوردية والخضرة الغنية.,290,60,Greeting Card,بطاقة تهنئة
1098,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,purple table arrangement,تنسيق طاولة بنفسجي,Regal purple flowers arranged as a table centerpiece.,زهور بنفسجية ملكية منسقة كقطعة مركزية للطاولة.,220,60,Greeting Card,بطاقة تهنئة
1099,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,SPECIAL table arrangement,تنسيق طاولة خاص,"A unique, specially curated table floral arrangement.",تنسيق زهري فريد ومختار بعناية للطاولة.,590,60,Greeting Card,بطاقة تهنئة
1100,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,special white floral arrangement,تنسيق زهور بيضاء خاص,Clean and elegant white floral centerpiece.,قطعة مركزية زهرية بيضاء نظيفة وأنيقة.,290,60,Greeting Card,بطاقة تهنئة
1101,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Special white FLOWERS table arrangement,تنسيق زهور بيضاء خاص للطاولة,Premium white blooms arranged specifically for tabletops.,زهور بيضاء فاخرة منسقة خصيصاً لأسطح الطاولات.,210,60,Greeting Card,بطاقة تهنئة
1102,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,special white gerbera arrangement,تنسيق زهور جربيرا بيضاء خاص,Elegant white gerberas arranged with greenery.,زهور جربيرا بيضاء أنيقة منسقة مع خضرة.,230,60,Greeting Card,بطاقة تهنئة
1103,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Special whitish FLOWERS table arrangement,تنسيق زهور مائل للبياض خاص للطاولة,"Soft, whitish floral blooms for a sophisticated look.",زهور فاتحة مائلة للبياض لإطلالة راقية.,190,60,Greeting Card,بطاقة تهنئة
1104,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table red anthurium arrangement,تنسيق أنثوريوم أحمر للطاولة,Bold red anthurium flowers creating a striking display.,زهور أنثوريوم حمراء جريئة لإنشاء عرض مذهل.,390,60,Greeting Card,بطاقة تهنئة
1105,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,table anthurium arrangement,تنسيق أنثوريوم للطاولة,Simple and elegant anthurium arrangement.,تنسيق أنثوريوم بسيط وأنيق.,430,60,Greeting Card,بطاقة تهنئة
1106,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden green and special flower arrangement,تنسيق طاولة بحديقة خضراء وتنسيق زهور خاص,Garden-inspired theme with premium florals.,طابع مستوحى من الحديقة مع زهور مميزة.,640,60,Greeting Card,بطاقة تهنئة
1107,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden green and special luxury flower arrangement 008,تنسيق طاولة بحديقة خضراء وتنسيق زهور فاخر خاص 008,High-end garden theme with luxury blooms.,طابع حديقة راقي مع زهور فاخرة.,1450,60,Greeting Card,بطاقة تهنئة
1108,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden green and special luxury flower arrangement,تنسيق طاولة بحديقة خضراء وتنسيق زهور فاخر خاص,Luxurious garden-style centerpiece.,قطعة مركزية فاخرة على طراز الحديقة.,1400,60,Greeting Card,بطاقة تهنئة
1109,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden green only special flower arrangement,تنسيق طاولة بحديقة خضراء فقط وتنسيق زهور خاص,Lush greenery display for a natural garden look.,عرض خضرة كثيفة لمظهر حديقة طبيعي.,380,60,Greeting Card,بطاقة تهنئة
1110,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden greenanthurium special flower arrangement,تنسيق طاولة بحديقة خضراء وأنثوريوم وتنسيق زهور خاص,Unique mix of greenery and anthurium.,مزيج فريد من الخضرة والأنثوريوم.,630,60,Greeting Card,بطاقة تهنئة
1111,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT garden white theme arrangement,تنسيق طاولة بطابع حديقة بيضاء,Fresh white garden-themed centerpiece.,قطعة مركزية طازجة بطابع الحديقة البيضاء.,740,60,Greeting Card,بطاقة تهنئة
1112,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT gerbera arrangement,تنسيق طاولة زهور جربيرا,Colorful gerbera arrangement for table decor.,تنسيق جربيرا ملون لديكور الطاولة.,250,60,Greeting Card,بطاقة تهنئة
1113,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement green and Red Anthurium flower arrangement,تنسيق طاولة بزهور الأنثوريوم الخضراء والحمراء,Bold contrast of red and green anthuriums.,تباين جريء بين الأنثوريوم الأحمر والأخضر.,490,60,Greeting Card,بطاقة تهنئة
1114,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT green and red three pic arrangement,تنسيق طاولة أخضر وأحمر ثلاثي القطع,Three-piece set featuring red and green accents.,مجموعة من ثلاث قطع تتميز بلمسات حمراء وخضراء.,390,60,Greeting Card,بطاقة تهنئة
1115,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement green and white hydrangea flower arrangement,تنسيق طاولة بزهور الهيدرانجيا الخضراء والبيضاء,Soft white and green hydrangea blooms.,زهور هيدرانجيا بيضاء وخضراء ناعمة.,640,60,Greeting Card,بطاقة تهنئة
1116,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement green anthurium and special flower arrangement,تنسيق طاولة بزهور الأنثوريوم الخضراء وتنسيق زهور خاص,Sophisticated green anthurium display.,عرض أنثوريوم أخضر متطور.,680,60,Greeting Card,بطاقة تهنئة
1117,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement green hydrangea theme arrangement,تنسيق طاولة بطابع الهيدرانجيا الخضراء,Fresh green hydrangea floral theme.,طابع زهري من الهيدرانجيا الخضراء الطازجة.,780,60,Greeting Card,بطاقة تهنئة
1118,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT GREENERY maroon tulip and special FLOWERS,تنسيق طاولة بزهور الخضرة وتوليب عنابي وزهور خاصة,Elegant maroon tulips mixed with greenery.,توليب عنابي أنيق ممزوج بالخضرة.,580,60,Greeting Card,بطاقة تهنئة
1119,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT GREENERY RED FLOWERS,تنسيق طاولة بزهور الخضرة الحمراء,Classic red flowers combined with lush greenery.,زهور حمراء كلاسيكية ممزوجة بخضرة كثيفة.,290,60,Greeting Card,بطاقة تهنئة
1120,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT GREENERY white special FLOWERS,تنسيق طاولة من الخضرة وزهور بيضاء خاصة,Elegant white floral centerpiece with lush greenery.,قطعة مركزية زهرية بيضاء أنيقة مع خضرة كثيفة.,380,60,Greeting Card,بطاقة تهنئة
1121,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT maroon and white theme arrangement,تنسيق طاولة بطابع عنابي وأبيض,A sophisticated maroon and white themed arrangement.,تنسيق راقٍ بطابع اللونين العنابي والأبيض.,420,60,Greeting Card,بطاقة تهنئة
1122,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement pink anthurium and special flower arrangement,تنسيق طاولة أنثوريوم وردي وزهور خاصة,Vibrant pink anthurium blooms.,زهور أنثوريوم وردية نابضة بالحياة.,350,60,Greeting Card,بطاقة تهنئة
1123,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT Special veriety moss arrangement,تنسيق طاولة خاص منوع بالطحالب,A unique variety of floral arrangements with moss.,تنوع فريد من تنسيقات الزهور مع الطحالب.,480,60,Greeting Card,بطاقة تهنئة
1124,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT THE FLORAL POEM NO-642,تنسيق طاولة قصيدة الزهور رقم 642,"A tall, poetic floral display.",عرض زهري طويل وشاعري.,470,60,Greeting Card,بطاقة تهنئة
1125,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT white and pinkish arrangement,تنسيق طاولة أبيض ووردي,Soft white and pinkish floral centerpiece.,قطعة مركزية زهرية ناعمة باللونين الأبيض والوردي.,860,60,Greeting Card,بطاقة تهنئة
1126,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT white flowers arrangement 039,تنسيق طاولة زهور بيضاء رقم 039,Classic bouquet of white flowers.,باقة كلاسيكية من الزهور البيضاء.,350,60,Greeting Card,بطاقة تهنئة
1127,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT 20 WHITE ROSES NO-5000,تنسيق طاولة 20 وردة بيضاء رقم 5000,A set of 20 elegant white roses.,مجموعة من 20 وردة بيضاء أنيقة.,170,60,Greeting Card,بطاقة تهنئة
1128,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,Table Arrangement anthurium and special flower arrangement,تنسيق طاولة أنثوريوم وزهور خاصة,An arrangement featuring anthurium.,تنسيق يضم زهور الأنثوريوم.,250,60,Greeting Card,بطاقة تهنئة
1129,Table Floral Centerpiece Arrangement,تنسيق زهور للطاولة,TABLE ARRANGEMENT DECO SPECIAL 3SIZE ARRANGEMENT No.210,تنسيق طاولة ديكور خاص 3 أحجام رقم 210,A decorative set available in three sizes.,مجموعة ديكورية متوفرة بثلاثة أحجام.,1780,60,Greeting Card,بطاقة تهنئة
